0.980 0.364 0.410 0.422 0.515 1.402 2.876 2.697
3.024 0.954 0.638 0.823 1.131 1.680 3.547 5.029
0.398 0.532 0.802 0.953 1.026 0.878 0.854 0.637
2.651 1.261 0.884 0.812 0.879 1.325 3.729 4.223
0.731 0.997 1.367 1.490 1.467 1.200 2.067 1.332
0.495 0.703 0.759 0.740 0.602 0.594 0.815 0.719
0.759 0.034 0.000 0.002 0.002 0.654 2.192 2.161
0.858 0.803 1.027 1.230 1.037 1.272 1.230 0.758
1.155 1.150 1.408 1.785 1.597 1.881 1.698 1.123
1.183 1.233 1.355 1.576 1.625 2.332 2.658 1.794
