# Array shape: (12, 8, 37) as (month, hours, vertical levels)
#Jan slice
nan     nan     0.00    0.26    0.53    0.80    1.18    1.18    1.56    1.83    1.80    1.97    2.27    2.61    3.34    4.39    5.79    6.80    6.64    5.58    4.18    2.96    2.41    2.40    2.61    3.03    3.41    3.83    4.85    6.22    8.82    15.01   21.29   21.54   16.50   7.69    0.89   
#Aug slice
nan     nan     0.05    0.17    0.46    0.45    0.48    0.61    0.75    0.83    0.91    0.97    1.09    1.17    1.56    2.20    3.02    3.73    3.89    3.45    2.79    2.38    2.32    2.36    2.66    2.81    2.92    3.58    4.84    6.80    10.67   18.17   22.64   17.26   9.19    2.28    0.12   
nan     nan     0.23    0.32    0.45    0.34    0.35    0.40    0.43    0.45    0.53    0.52    0.57    0.60    0.84    1.29    1.75    2.10    2.27    2.14    1.80    1.50    1.37    1.41    1.65    1.81    2.15    2.93    4.26    6.39    10.13   17.27   18.69   12.62   5.19    0.98    0.05   
nan     nan     0.38    0.58    0.67    0.48    0.42    0.47    0.44    0.43    0.46    0.41    0.46    0.38    0.50    0.75    1.10    1.35    1.49    1.43    1.29    1.24    1.20    1.20    1.39    1.43    1.53    2.09    3.15    5.05    8.07    12.10   12.87   8.84    3.25    0.45    0.06   
nan     nan     0.86    1.12    0.99    0.75    0.66    0.78    0.84    0.74    0.73    0.70    0.71    0.61    0.68    0.91    1.19    1.37    1.38    1.24    1.11    1.07    1.04    0.98    1.02    1.06    1.10    1.58    2.48    3.74    5.92    8.81    8.23    5.69    1.91    0.29    0.08   
nan     nan     0.40    0.74    1.07    0.97    0.83    0.95    1.06    0.99    0.97    0.84    0.74    0.84    1.02    1.37    1.73    1.83    1.70    1.43    1.17    1.01    0.89    0.84    0.84    0.89    1.00    1.43    2.08    2.81    4.42    6.33    5.75    3.80    1.38    0.49    0.05   
nan     nan     0.07    0.41    0.63    0.74    1.05    1.17    1.43    1.70    1.95    2.20    2.39    2.63    3.28    3.91    4.30    3.99    3.48    2.83    2.21    1.82    1.60    1.54    1.67    1.80    1.97    2.33    2.84    3.63    5.33    7.86    8.43    7.11    4.53    2.17    0.38   
nan     nan     0.03    0.34    0.48    0.48    0.72    1.17    1.54    1.69    1.96    2.06    2.54    2.61    3.30    4.96    6.53    6.94    6.16    4.88    3.62    2.64    2.17    2.09    2.15    2.32    2.57    2.98    3.59    4.88    7.48    11.70   14.94   13.56   9.25    4.29    0.57   
nan     nan     0.03    0.19    0.81    0.72    0.97    1.05    1.19    1.27    1.46    1.64    2.19    2.47    2.82    3.80    5.37    6.33    6.01    4.85    3.68    2.94    2.56    2.50    2.70    2.91    3.03    3.52    4.34    5.98    9.41    15.72   20.29   18.28   11.48   4.14    0.37   
#Sep slice
nan     nan     0.41    0.98    1.21    1.28    1.56    1.68    1.83    1.84    1.78    1.68    1.55    1.72    1.92    2.51    3.03    3.41    3.39    3.01    2.76    2.94    3.28    3.71    3.98    4.13    4.81    6.54    8.43    11.69   15.91   20.65   20.97   15.18   6.49    0.98    0.04   
nan     nan     0.73    1.14    1.33    1.29    1.46    1.57    1.55    1.62    1.42    1.16    1.08    1.28    1.56    1.79    1.98    2.23    2.27    2.21    2.24    2.43    2.84    3.34    3.59    3.69    4.62    6.78    9.34    12.03   16.09   19.68   17.45   11.11   4.00    0.38    0.01   
nan     nan     1.61    2.25    2.13    1.88    1.80    1.66    1.72    1.76    1.66    1.39    1.37    1.42    1.52    1.72    1.88    2.01    2.20    2.19    2.16    2.34    2.64    3.05    3.28    3.52    4.46    6.30    8.36    10.52   13.88   15.61   13.85   8.18    2.80    0.23    0.00   
nan     nan     2.61    3.44    2.80    2.43    2.57    2.57    2.17    1.88    1.80    1.62    1.55    1.81    1.98    2.19    2.32    2.32    2.41    2.49    2.46    2.45    2.68    3.02    3.12    3.13    3.78    5.49    7.29    9.15    11.82   13.23   11.26   6.98    2.36    0.31    0.01   
nan     nan     1.47    2.09    2.77    2.81    3.00    2.93    2.48    2.27    1.81    1.56    1.37    1.54    1.90    1.98    2.01    2.20    2.29    2.46    2.54    2.48    2.56    2.75    2.82    2.96    3.71    5.04    6.61    8.35    10.53   11.30   10.00   6.00    1.80    0.29    0.04   
nan     nan     0.44    0.89    1.25    1.88    2.60    2.89    2.86    2.69    2.57    2.18    2.13    2.41    3.10    3.42    3.26    3.15    2.94    2.79    2.82    2.84    2.84    3.16    3.40    3.55    4.13    5.19    6.69    8.54    10.43   11.57   10.83   6.82    2.83    0.87    0.12   
nan     nan     0.16    0.70    0.98    1.40    1.96    2.69    2.80    2.53    2.70    2.57    2.49    2.68    3.43    4.52    5.00    4.76    4.06    3.57    3.47    3.46    3.53    3.81    3.91    3.97    4.58    5.80    7.32    9.52    12.32   14.40   14.24   10.86   5.99    1.86    0.14   
nan     nan     0.29    0.74    1.18    1.63    2.06    2.24    2.47    2.26    2.37    2.56    2.41    2.40    2.64    3.49    4.38    4.70    4.33    3.69    3.33    3.41    3.61    3.82    3.99    4.23    4.89    6.13    7.81    10.56   14.15   18.01   18.38   14.37   7.60    1.66    0.08   
#Oct slice
nan     nan     1.05    1.51    1.79    2.10    2.68    2.93    3.30    3.40    3.48    3.21    3.27    3.26    3.01    3.11    3.43    3.78    3.96    4.05    4.21    4.61    5.38    6.38    7.51    8.97    11.04   13.31   15.31   16.74   17.76   17.29   13.66   7.19    2.48    0.50    0.02   
nan     nan     1.37    1.79    1.90    2.24    2.70    3.07    3.29    3.28    3.28    3.19    3.33    3.34    3.27    3.30    3.32    3.30    3.59    3.99    4.32    4.60    5.11    6.27    7.64    8.97    10.82   13.04   15.10   16.89   17.87   16.81   12.41   6.56    1.93    0.40    0.01   
nan     nan     1.91    2.83    2.67    2.99    3.26    3.50    3.50    3.33    3.39    3.49    3.63    3.46    3.38    3.43    3.64    3.84    3.82    3.80    4.10    4.79    5.77    7.04    8.10    9.04    10.35   12.31   14.66   16.67   17.09   15.64   11.80   6.79    1.70    0.31    0.01   
nan     nan     2.40    3.60    3.59    3.30    3.39    3.83    3.89    3.87    3.67    3.46    3.64    3.76    3.94    3.78    3.95    4.23    4.34    4.41    4.75    5.42    6.27    7.12    7.71    8.33    9.77    11.74   13.87   15.77   16.42   14.88   11.36   6.41    1.73    0.22    0.01   
nan     nan     2.44    3.38    4.05    4.28    4.28    4.37    4.28    3.88    3.51    3.40    3.28    3.45    3.48    3.84    4.14    4.31    4.49    4.64    4.90    5.36    5.90    6.56    7.32    8.08    9.43    10.93   13.12   15.08   16.43   15.41   11.50   6.06    1.78    0.27    0.01   
nan     nan     1.48    2.97    3.92    4.25    4.83    4.56    4.37    3.84    3.24    3.18    3.38    3.60    3.45    3.37    3.47    3.48    3.68    4.07    4.57    5.21    6.00    6.83    7.45    8.06    9.14    10.74   13.28   15.84   17.11   15.12   10.95   5.14    1.68    0.24    0.02   
nan     nan     1.07    1.97    2.89    3.38    4.25    4.41    4.43    3.91    3.50    3.38    3.48    4.01    4.14    4.06    3.89    3.76    4.01    4.38    4.78    5.39    6.16    6.95    7.67    8.57    10.11   12.29   14.48   16.64   17.83   16.02   11.37   5.87    2.20    0.48    0.01   
nan     nan     0.94    1.70    2.34    2.76    3.60    3.76    4.04    4.13    3.91    3.74    3.58    3.70    3.75    3.86    4.17    4.30    4.33    4.40    4.63    5.21    6.14    7.02    7.90    8.96    10.68   12.97   14.70   16.54   17.88   16.97   12.87   7.01    2.60    0.58    0.02   
#Nov slice
nan     nan     2.72    3.79    4.54    5.93    6.50    6.74    6.80    6.69    6.56    5.80    5.24    5.06    5.13    5.07    5.07    5.26    5.63    6.26    7.23    8.25    8.98    9.56    10.30   11.62   13.43   15.36   16.66   17.38   16.69   14.17   9.42    4.25    0.99    0.22    0.00   
nan     nan     3.25    4.14    4.47    5.26    5.91    6.33    6.24    6.12    5.84    5.54    5.14    5.17    5.21    5.00    5.02    5.45    6.12    6.84    7.62    8.51    9.28    9.76    10.38   11.61   13.49   15.12   16.50   17.58   16.88   14.12   8.78    3.73    0.93    0.15    0.00   
nan     nan     3.81    5.04    5.61    6.20    6.60    6.81    6.49    6.42    6.50    5.94    5.63    5.81    5.90    5.91    6.20    6.60    7.06    7.57    8.06    8.75    9.56    9.90    10.43   11.67   13.34   15.25   16.58   17.57   16.72   13.76   8.39    3.61    0.94    0.06    0.00   
nan     nan     4.26    5.89    6.00    6.57    6.82    6.84    6.47    6.29    6.32    5.82    5.57    5.80    6.02    6.26    6.26    6.35    6.66    7.10    7.78    8.71    9.48    9.80    10.32   11.72   13.85   16.25   17.88   18.59   17.25   13.33   8.24    3.86    0.99    0.14    0.00   
