0.885 0.219 0.254 0.287 0.474 1.514 2.988 2.579
3.180 1.039 0.689 0.824 1.044 1.334 3.169 5.151
0.192 0.435 0.618 0.716 0.747 0.674 0.571 0.366
1.840 0.636 0.412 0.386 0.423 0.825 3.180 3.490
0.390 0.455 0.978 1.135 1.035 1.000 1.636 0.971
0.388 0.631 0.807 0.739 0.751 0.627 0.858 0.615
0.778 0.014 0.000 0.001 0.002 0.582 2.316 1.988
0.837 0.747 1.072 1.280 1.072 1.458 1.376 0.743
0.779 0.662 0.920 1.005 0.911 1.260 1.211 0.634
0.871 0.907 0.859 0.930 0.851 1.298 1.505 0.931
