17.942 15.237 2.705 18.107 3.017
1.672 2.040 -0.368 1.386 0.421
43.458 38.547 4.911 33.403 6.510
57.342 66.360 -9.018 53.587 9.093
31.772 36.410 -4.638 39.029 5.005
40.052 43.387 -3.335 29.524 5.668
411.420 392.507 18.914 414.458 21.036
334.403 330.263 4.139 326.886 12.730
28.106 31.850 -3.744 30.603 5.232
168.845 162.610 6.235 179.058 10.976
97194.041 97222.820 -28.778 97233.880 46.015
21.473 21.297 0.176 19.576 1.485
0.043 0.117 -0.074 0.048 0.080
0.168 0.193 -0.025 0.171 0.026
