0.157 0.180 0.198 0.214 0.233 0.254 0.271 0.282 0.286 0.284 0.273 0.258 0.241 0.222 0.198 0.172 0.148 0.130 0.117 0.111 0.110 0.115 0.124 0.140
0.094 0.097 0.098 0.100 0.102 0.110 0.122 0.138 0.156 0.165 0.164 0.149 0.126 0.101 0.079 0.061 0.047 0.039 0.036 0.039 0.048 0.061 0.075 0.086
0.108 0.112 0.113 0.115 0.120 0.129 0.140 0.152 0.163 0.172 0.176 0.173 0.162 0.142 0.119 0.094 0.074 0.058 0.050 0.050 0.056 0.069 0.084 0.099
