23.633 32.374 51.967 80.106 102.939 99.373 60.215 40.649 47.187 38.698 31.898 22.798
27.799 41.516 62.616 78.639 97.921 97.334 69.592 51.699 65.572 51.058 36.573 26.170
22.546 25.106 38.685 49.137 66.701 47.431 22.221 24.714 22.993 25.057 24.259 20.656
22.546 25.106 38.685 49.137 66.701 47.431 22.221 24.714 22.993 25.057 24.259 20.656
21.405 29.475 39.363 61.092 92.501 103.837 79.146 62.339 61.156 40.318 29.193 20.660
15.191 23.334 40.671 66.683 103.017 125.038 84.165 51.820 57.331 37.290 20.791 13.768
16.442 24.902 43.945 67.387 95.213 105.101 79.109 57.373 56.975 39.585 23.595 16.487
21.963 33.109 50.943 67.268 82.542 53.530 34.046 30.031 39.936 24.519 24.272 23.635
23.558 38.563 60.142 84.327 97.874 76.774 50.971 29.158 14.428 11.225 21.636 21.922
12.740 17.266 31.757 54.741 69.212 60.001 51.957 41.291 45.016 25.215 16.164 12.315
17.667 24.328 35.459 45.703 44.420 23.207 21.302 20.757 25.238 18.043 17.748 17.335
20.822 30.163 45.649 63.852 91.919 92.782 52.977 30.824 32.602 36.148 29.619 22.161
19.159 26.795 40.845 59.166 88.149 97.821 71.216 45.899 42.959 35.573 31.173 20.886
21.059 25.627 35.591 55.669 81.980 98.156 94.633 74.677 52.146 35.827 28.434 21.936
17.806 26.270 45.832 75.308 105.674 86.349 50.344 36.043 42.092 35.508 25.048 18.054
20.123 39.428 66.342 90.124 109.657 78.231 28.844 17.656 23.102 17.661 17.531 15.724
11.456 15.508 20.972 24.685 32.316 34.850 35.454 21.287 15.694 14.080 12.607 11.448
11.926 17.491 23.816 34.790 42.681 40.170 36.351 22.944 15.647 16.010 13.678 12.525
13.270 20.938 29.566 41.204 50.626 57.836 58.981 44.262 26.374 16.798 12.561 12.468
15.646 23.749 40.771 68.066 84.042 80.945 66.574 55.172 42.849 33.208 23.407 15.951
6.413 12.535 25.936 65.442 106.927 119.051 107.187 68.740 35.117 18.327 9.602 7.391
6.633 11.524 27.939 67.147 102.347 115.139 108.213 75.052 36.030 19.590 10.038 6.243
13.153 21.512 38.001 65.829 104.756 121.888 79.775 70.195 65.630 31.449 17.803 12.707
17.520 25.505 40.674 61.544 83.483 80.968 59.369 43.361 38.655 28.097 21.821 17.126
