46.899 48.019 43.407 45.990 42.301 29.600 20.343 21.621 26.208 32.115 46.671 46.087
68.999 63.937 51.899 46.802 48.032 32.128 23.549 24.931 34.718 43.928 62.940 70.347
38.321 31.932 34.735 30.604 36.753 33.554 28.580 27.414 28.139 26.289 31.057 37.383
38.321 31.932 34.735 30.604 36.753 33.554 28.580 27.414 28.139 26.289 31.057 37.383
29.243 33.384 32.740 37.471 45.412 47.101 34.376 29.664 33.092 26.844 30.306 28.834
22.767 26.544 28.923 28.148 39.839 41.151 29.378 25.915 28.376 20.419 19.988 21.368
39.911 46.383 50.930 52.107 61.138 57.448 46.874 36.346 45.739 42.648 41.986 41.494
46.880 53.082 50.676 46.078 40.698 24.543 28.059 29.400 25.404 19.861 38.471 44.801
40.055 40.313 42.035 45.597 43.663 25.650 23.224 16.894 12.929 22.553 38.257 38.623
39.087 34.924 42.449 47.031 49.295 42.665 37.605 35.763 41.056 35.213 38.527 39.800
37.549 42.976 44.502 41.210 39.965 27.276 20.411 19.608 20.116 26.974 35.283 36.701
51.598 54.141 52.632 50.118 48.864 36.645 38.560 33.679 34.280 39.492 48.224 43.642
52.884 54.725 54.724 52.019 52.166 40.293 36.278 33.992 42.564 43.225 52.169 52.212
54.356 54.414 56.844 57.021 58.777 54.448 53.971 52.485 53.028 51.502 58.452 54.417
44.055 43.555 44.374 41.745 41.846 24.566 20.669 18.152 26.905 28.918 44.581 42.593
51.540 50.209 53.534 57.477 61.718 40.872 23.129 20.032 21.121 25.845 34.878 45.649
38.684 35.869 37.532 35.864 37.669 37.402 34.762 28.031 22.592 26.489 34.661 37.015
38.576 41.725 41.479 41.126 36.930 36.138 29.842 23.449 21.827 28.011 34.983 38.300
42.885 40.279 37.552 39.610 36.601 30.491 24.031 18.423 19.283 25.575 27.858 40.467
31.629 33.652 37.537 37.060 32.432 27.198 21.735 20.343 23.215 27.649 34.138 32.104
44.081 48.051 50.323 51.143 45.092 42.470 38.681 35.924 34.473 33.512 40.667 49.376
41.984 46.586 47.933 50.257 49.492 46.287 37.977 37.724 36.694 35.687 40.041 43.514
29.248 34.339 37.023 40.915 50.416 53.795 33.811 36.191 36.893 25.297 28.493 29.852
42.155 43.086 43.849 43.739 45.037 37.621 31.062 28.408 30.295 31.058 38.856 41.390
