10.11 18.25 33.18 42.52 42.41 51.07 60.20 54.93 33.07 23.19 11.33 5.39
11.34 19.74 38.24 52.47 62.92 72.31 75.05 72.34 56.81 38.21 19.38 8.89
15.18 28.83 45.18 54.05 58.59 64.20 69.24 62.51 50.95 35.66 22.74 14.06
17.55 27.16 34.24 42.11 31.41 27.46 36.09 49.11 40.37 27.54 17.39 12.76
16.25 25.18 35.22 38.10 34.45 39.41 52.84 57.90 47.49 31.68 17.00 9.19
15.21 28.26 43.09 47.92 45.51 49.72 58.53 57.40 50.41 37.19 19.40 8.41
5.37 15.65 29.19 44.64 48.07 79.07 104.00 92.31 60.04 35.23 13.46 4.38
19.07 29.56 37.34 31.99 25.93 23.32 39.29 55.98 45.52 32.32 21.54 15.01
12.15 27.80 42.88 55.52 67.68 77.55 84.66 82.36 63.24 40.65 19.03 8.78
11.74 19.97 29.30 37.16 54.50 103.96 120.90 108.46 73.37 37.73 13.89 7.49
20.60 35.88 54.24 61.45 62.03 75.85 86.14 77.44 52.09 32.94 21.48 16.85
11.35 18.83 26.96 36.06 30.58 52.18 78.33 82.86 53.66 29.52 12.81 9.48
5.28 12.53 26.70 32.42 39.95 54.01 77.08 71.55 45.46 18.46 6.19 3.24
18.53 36.40 59.44 74.56 71.76 76.15 91.75 83.55 55.01 37.26 24.27 16.51
3.83 19.29 41.27 34.05 23.24 24.29 45.87 44.08 29.69 13.29 0.11 -4.73
3.26 18.32 39.57 26.25 25.85 26.29 35.60 50.88 27.56 13.97 0.39 -3.86
12.30 23.85 38.50 44.45 45.31 56.05 69.72 68.98 49.05 30.30 15.02 8.24
