309.14 320.59 341.53 370.37 405.81 444.32 464.03 457.05 420.27 376.31 347.88 321.52
324.32 346.56 366.94 400.75 430.05 464.23 480.59 471.70 449.67 397.24 353.55 324.80
323.37 341.95 364.25 391.91 413.91 443.14 463.20 459.60 438.35 391.58 348.64 327.26
325.56 346.94 376.03 398.08 422.02 445.93 463.38 469.24 438.75 390.86 351.44 329.73
342.26 362.18 382.68 400.15 429.02 457.99 481.48 481.48 452.64 413.25 377.25 350.26
351.37 364.51 386.51 403.10 434.76 464.32 482.33 482.49 450.58 413.36 376.49 356.60
323.70 335.53 358.50 396.83 433.35 486.87 520.39 507.07 463.89 410.75 363.10 331.93
331.19 350.37 370.01 397.14 418.19 442.78 465.30 476.06 451.10 402.29 361.00 335.62
325.58 346.19 370.24 406.33 446.01 482.31 497.89 500.02 465.66 405.25 357.25 325.46
327.64 336.58 362.83 396.76 449.19 510.35 535.51 524.30 473.83 405.68 353.18 326.80
337.21 350.26 372.27 406.36 445.53 480.12 493.26 489.43 457.58 408.54 369.29 339.88
336.18 352.19 379.67 403.40 429.79 463.85 485.37 483.38 455.90 409.47 368.00 338.93
339.46 357.44 384.21 416.75 447.15 484.46 515.04 509.62 469.33 408.18 365.12 341.07
320.65 334.55 354.21 382.50 419.51 456.52 485.79 481.45 438.73 391.22 354.01 327.36
326.66 344.18 373.38 392.91 417.02 438.92 464.03 456.04 420.38 383.83 347.63 329.29
331.58 346.72 374.86 387.14 416.65 438.29 459.79 466.46 422.21 383.37 350.61 332.96
329.74 346.05 369.88 396.90 428.62 462.77 484.84 482.21 448.05 399.45 359.03 333.72
