97195.114 97121.352 96738.362 96609.644 96649.356 96472.735 96617.264 96709.960 96831.070 96953.926 96947.626 97187.361
97265.950 97110.510 96904.085 96753.817 96649.772 96446.934 96640.558 96643.974 96772.624 97014.468 97188.622 97333.008
97246.093 97037.837 96918.463 96816.791 96756.024 96656.184 96738.875 96886.061 97052.204 97277.908 97458.112 97359.206
97246.093 97037.837 96918.463 96816.791 96756.024 96656.184 96738.875 96886.061 97052.204 97277.908 97458.112 97359.206
96184.265 96062.135 95877.567 95768.229 95665.148 95580.660 95706.845 95793.074 96103.184 96399.368 96331.730 96291.921
97675.736 97567.816 97322.366 96999.239 96934.771 96865.252 96923.177 96926.541 97195.344 97507.209 97631.561 97694.514
97618.452 97375.770 97044.440 96886.606 96837.412 96874.640 96831.274 96887.845 97067.074 97196.238 97318.812 97372.186
98116.978 97939.449 97630.953 97487.346 97372.389 97190.007 97149.370 97293.100 97531.154 98006.708 98106.096 98040.967
98628.348 98471.512 98170.085 98034.878 97957.438 97677.133 97783.571 97848.370 98129.969 98506.793 98715.901 98719.459
97299.667 97144.991 96966.281 96831.120 96726.199 96453.015 96480.282 96563.449 96764.703 97069.144 97216.547 97246.714
96403.207 96270.892 95987.659 95823.768 95753.546 95751.772 95870.176 95917.275 96178.415 96585.615 96658.416 96614.202
97408.512 97353.502 97070.865 96968.587 96868.907 96767.620 96854.762 96904.000 97107.438 97306.560 97421.713 97420.530
97501.063 97376.439 97106.518 97007.180 96888.139 96755.551 96851.715 96922.537 97169.951 97405.976 97370.427 97414.188
96930.430 96924.865 96696.186 96628.814 96597.569 96612.859 96574.530 96658.325 96778.996 97001.805 96922.302 96980.916
97264.146 97128.664 96793.441 96527.130 96609.936 96455.308 96584.187 96653.038 96779.357 96881.910 96992.826 97220.560
97841.068 97593.629 97386.985 97404.271 97353.934 97276.691 96993.361 97067.532 97391.425 97827.279 97951.466 97961.369
97776.973 97629.987 97427.864 97184.462 97062.628 96862.816 96978.269 97140.323 97317.123 97725.592 97913.998 97997.212
97620.970 97319.397 97187.172 96940.022 96851.215 96719.059 96825.976 96985.039 97156.658 97546.498 97726.331 97806.747
97693.069 97509.507 97354.899 97220.222 97022.317 96892.305 96874.763 97004.209 97191.984 97539.607 97664.944 97710.305
97454.974 97313.217 97158.400 96891.921 96788.323 96667.639 96712.012 96711.211 96879.630 97150.179 97302.444 97488.810
97230.491 96926.956 96818.474 96684.687 96666.001 96612.416 96747.498 96754.626 96831.954 97112.558 97144.134 97194.497
97237.161 96994.299 96745.295 96663.220 96691.125 96643.334 96734.820 96751.136 96898.239 97164.157 97224.149 97109.531
97650.436 97419.171 97130.999 96858.051 96634.409 96614.760 96633.779 96697.608 97023.007 97329.449 97480.903 97580.349
97412.574 97244.771 97015.471 96861.165 96786.634 96674.125 96732.432 96808.926 97008.857 97295.081 97397.703 97439.294
