0.25 0.22 0.19 0.19 0.19 0.19 0.20 0.23 0.22 0.20 0.21 0.23
0.22 0.21 0.20 0.20 0.19 0.19 0.18 0.18 0.18 0.18 0.19 0.22
0.24 0.21 0.20 0.20 0.20 0.20 0.19 0.19 0.19 0.19 0.20 0.22
0.19 0.17 0.15 0.15 0.14 0.14 0.14 0.15 0.16 0.16 0.17 0.18
0.22 0.21 0.21 0.21 0.21 0.21 0.20 0.20 0.19 0.20 0.20 0.21
0.21 0.21 0.20 0.21 0.21 0.20 0.20 0.20 0.19 0.20 0.20 0.20
0.22 0.20 0.19 0.18 0.18 0.19 0.20 0.23 0.22 0.20 0.17 0.18
0.21 0.17 0.15 0.14 0.14 0.14 0.15 0.16 0.17 0.17 0.18 0.19
0.21 0.20 0.19 0.19 0.18 0.18 0.17 0.16 0.16 0.17 0.18 0.21
0.22 0.22 0.18 0.20 0.20 0.16 0.13 0.13 0.13 0.15 0.18 0.22
0.19 0.18 0.16 0.15 0.15 0.14 0.14 0.15 0.15 0.15 0.16 0.18
0.18 0.18 0.17 0.17 0.16 0.16 0.16 0.16 0.16 0.16 0.17 0.19
0.16 0.15 0.14 0.14 0.14 0.14 0.14 0.14 0.14 0.14 0.15 0.15
0.15 0.10 0.08 0.08 0.08 0.08 0.08 0.09 0.08 0.09 0.09 0.12
0.22 0.19 0.16 0.18 0.19 0.19 0.19 0.19 0.20 0.21 0.23 0.23
0.20 0.18 0.16 0.18 0.18 0.19 0.19 0.19 0.19 0.21 0.22 0.20
0.20 0.19 0.17 0.17 0.17 0.17 0.17 0.17 0.17 0.17 0.18 0.20
